# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Motor mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
173.755,1301.334,-75.992,315.22,75.999,315.254,8335.072,19.978,8335.096,0.137,12.729,4.596,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.066,5949075.07,0,4188.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,11.726,92.931,964.943,1154.24,0.001,0.242,2.938
173.756,1301.247,-75.634,311.988,75.641,312.021,8335.058,19.978,8335.082,0.137,12.724,4.567,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.066,5921075.783,0,4149.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.723,92.931,964.946,1154.24,0.001,0.242,2.911
173.757,1301.159,-75.275,308.756,75.281,308.789,8335.043,19.978,8335.067,0.137,12.719,4.537,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.066,5892947.668,0,4110.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.72,92.932,964.949,1154.241,0.001,0.242,2.883
173.758,1301.071,-74.914,305.525,74.92,305.558,8335.028,19.978,8335.052,0.137,12.714,4.507,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.065,5864688.955,0,4071.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.716,92.932,964.952,1154.241,0.001,0.242,2.855
173.759,1300.981,-74.551,302.294,74.557,302.327,8335.013,19.978,8335.037,0.137,12.708,4.478,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.065,5836297.834,0,4033.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.713,92.933,964.955,1154.242,0.001,0.242,2.828
173.761,1300.89,-74.186,299.064,74.193,299.097,8334.997,19.978,8335.021,0.137,12.703,4.448,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.065,5807772.454,0,3994.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.709,92.933,964.958,1154.242,0.001,0.242,2.8
173.762,1300.799,-73.82,295.834,73.827,295.867,8334.982,19.978,8335.005,0.137,12.697,4.419,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.064,5779110.921,0,3955.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.705,92.934,964.961,1154.243,0.001,0.242,2.773
173.763,1300.706,-73.452,292.604,73.459,292.637,8334.966,19.978,8334.99,0.137,12.692,4.389,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.064,5750311.294,0,3916.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.702,92.934,964.964,1154.243,0.001,0.242,2.745
173.764,1300.612,-73.082,289.376,73.089,289.408,8334.949,19.978,8334.973,0.137,12.686,4.359,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.064,5721371.591,0,3877.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.698,92.935,964.967,1154.244,0.001,0.243,2.718
173.766,1300.518,-72.71,286.147,72.717,286.18,8334.933,19.978,8334.957,0.137,12.681,4.33,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.063,5692289.777,0,3838.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.694,92.935,964.97,1154.245,0.001,0.243,2.69
173.767,1300.422,-72.337,282.92,72.344,282.952,8334.916,19.978,8334.94,0.137,12.675,4.3,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.063,5663063.772,0,3799.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.69,92.936,964.973,1154.245,0.001,0.243,2.663
173.768,1300.325,-71.962,279.692,71.968,279.725,8334.899,19.978,8334.923,0.137,12.669,4.271,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.063,5633691.444,0,3760.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.686,92.936,964.976,1154.246,0.001,0.243,2.635
173.77,1300.227,-71.584,276.466,71.591,276.498,8334.882,19.978,8334.906,0.137,12.663,4.241,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.062,5604170.608,0,3721.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.682,92.937,964.979,1154.246,0.001,0.243,2.607
173.771,1300.128,-71.205,273.24,71.212,273.272,8334.864,19.978,8334.888,0.137,12.658,4.212,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.062,5574499.026,0,3682.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.678,92.937,964.982,1154.247,0.001,0.243,2.58
173.773,1300.028,-70.824,270.015,70.831,270.047,8334.846,19.978,8334.87,0.137,12.652,4.182,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.062,5544674.404,0,3643.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.674,92.938,964.986,1154.247,0.001,0.243,2.552
173.774,1299.927,-70.441,266.79,70.448,266.822,8334.828,19.978,8334.852,0.137,12.646,4.153,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.061,5514694.388,0,3604.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.67,92.938,964.989,1154.248,0.001,0.243,2.525
173.775,1299.824,-70.056,263.566,70.063,263.598,8334.81,19.978,8334.834,0.137,12.64,4.123,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.061,5484556.567,0,3565.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.666,92.939,964.992,1154.249,0.001,0.243,2.497
173.777,1299.72,-69.669,260.342,69.675,260.375,8334.791,19.978,8334.815,0.137,12.634,4.094,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.061,5454258.465,0,3527.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.661,92.939,964.996,1154.249,0.001,0.243,2.47
173.778,1299.615,-69.279,257.12,69.286,257.152,8334.772,19.978,8334.796,0.137,12.627,4.064,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.06,5423797.543,0,3488.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.657,92.94,964.999,1154.25,0.002,0.243,2.442
173.78,1299.508,-68.888,253.898,68.895,253.93,8334.752,19.978,8334.776,0.137,12.621,4.035,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.06,5393171.197,0,3449.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.652,92.941,965.003,1154.251,0.002,0.244,2.415
173.782,1299.401,-68.495,250.676,68.501,250.708,8334.733,19.978,8334.757,0.137,12.615,4.005,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.06,5362376.75,0,3410.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.648,92.941,965.006,1154.251,0.002,0.244,2.387
173.783,1299.291,-68.099,247.455,68.106,247.487,8334.712,19.978,8334.736,0.137,12.609,3.976,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.059,5331411.455,0,3371.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.643,92.942,965.01,1154.252,0.002,0.244,2.36
173.785,1299.181,-67.701,244.236,67.708,244.267,8334.692,19.978,8334.716,0.137,12.602,3.947,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.059,5300272.492,0,3332.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,11.638,92.942,965.013,1154.252,0.002,0.244,2.332
173.786,1299.069,-67.301,241.016,67.308,241.048,8334.671,19.978,8334.695,0.137,12.596,3.917,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.059,5268956.962,0,3294.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.633,92.943,965.017,1154.253,0.002,0.244,2.305
173.788,1298.955,-66.898,237.798,66.905,237.83,8334.65,19.978,8334.674,0.137,12.589,3.888,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.058,5237461.887,0,3255.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.628,92.944,965.021,1154.254,0.002,0.244,2.277
173.79,1298.84,-66.493,234.58,66.5,234.612,8334.628,19.978,8334.652,0.137,12.582,3.859,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.058,5205784.204,0,3216.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.623,92.944,965.024,1154.255,0.002,0.244,2.25
173.792,1298.723,-66.086,231.363,66.093,231.395,8334.606,19.978,8334.63,0.137,12.576,3.829,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.058,5173920.766,0,3177.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.618,92.945,965.028,1154.255,0.002,0.244,2.222
173.793,1298.605,-65.677,228.147,65.684,228.179,8334.583,19.978,8334.607,0.137,12.569,3.8,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.057,5141868.334,0,3138.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.613,92.945,965.032,1154.256,0.002,0.244,2.195
173.795,1298.485,-65.265,224.932,65.272,224.964,8334.56,19.978,8334.584,0.137,12.562,3.771,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.057,5109623.577,0,3100.096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.607,92.946,965.036,1154.257,0.002,0.244,2.168
173.797,1298.363,-64.85,221.718,64.857,221.749,8334.537,19.978,8334.561,0.137,12.555,3.742,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.057,5077183.065,0,3061.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.602,92.947,965.04,1154.257,0.002,0.244,2.14
173.799,1298.24,-64.433,218.504,64.44,218.536,8334.513,19.978,8334.537,0.137,12.548,3.712,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.056,5044543.269,0,3022.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.596,92.947,965.044,1154.258,0.002,0.245,2.113
173.801,1298.115,-64.013,215.292,64.02,215.323,8334.488,19.978,8334.512,0.137,12.541,3.683,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.056,5011700.553,0,2983.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.591,92.948,965.048,1154.259,0.002,0.245,2.085
173.803,1297.988,-63.591,212.08,63.598,212.111,8334.463,19.978,8334.487,0.137,12.533,3.626,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.055,4978650.921,0,2945.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.592,92.949,965.052,1154.26,0.002,0.245,2.058
173.805,1297.859,-63.166,208.869,63.173,208.899,8334.438,19.978,8334.462,0.137,12.526,3.54,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.055,4945393.028,0,2906.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.601,92.949,965.056,1154.26,0.002,0.245,2.03
173.807,1297.728,-62.739,205.661,62.745,205.69,8334.412,19.978,8334.436,0.137,12.519,3.454,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.055,4911920.508,0,2867.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.611,92.95,965.061,1154.261,0.002,0.245,2.003
173.809,1297.595,-62.308,202.453,62.315,202.481,8334.385,19.978,8334.409,0.137,12.512,3.368,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.054,4878229.469,0,2828.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.62,92.951,965.065,1154.262,0.002,0.245,1.976
173.811,1297.46,-61.875,199.247,61.881,199.274,8334.358,19.978,8334.382,0.137,12.505,3.282,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.054,4844315.68,0,2790.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.63,92.952,965.069,1154.263,0.002,0.245,1.948
173.814,1297.323,-61.439,196.041,61.445,196.067,8334.33,19.978,8334.354,0.137,12.498,3.197,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.054,4810174.778,0,2751.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.64,92.952,965.074,1154.263,0.002,0.245,1.921
173.816,1297.184,-61,192.837,61.006,192.862,8334.302,19.978,8334.326,0.137,12.491,3.111,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.053,4775802.262,0,2712.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.65,92.953,965.078,1154.264,0.002,0.245,1.894
173.818,1297.042,-60.558,189.634,60.564,189.658,8334.273,19.978,8334.297,0.137,12.484,3.025,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.053,4741193.482,0,2674.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.661,92.954,965.083,1154.265,0.002,0.245,1.866
173.821,1296.898,-60.113,186.432,60.118,186.455,8334.243,19.978,8334.267,0.137,12.477,2.939,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.052,4706343.634,0,2635.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.671,92.955,965.088,1154.266,0.002,0.245,1.839
173.823,1296.751,-59.665,183.231,59.67,183.253,8334.212,19.978,8334.236,0.137,12.47,2.853,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.052,4671247.755,0,2597.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.682,92.955,965.092,1154.267,0.002,0.245,1.812
173.826,1296.602,-59.213,180.032,59.218,180.053,8334.181,19.978,8334.205,0.137,12.463,2.767,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.052,4635900.714,0,2558.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,11.694,92.956,965.097,1154.268,0.003,0.246,1.784
173.828,1296.451,-58.759,176.833,58.763,176.854,8334.149,19.978,8334.173,0.137,12.456,2.68,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.051,4600297.204,0,2519.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.705,92.957,965.102,1154.269,0.003,0.246,1.757
173.831,1296.296,-58.301,173.637,58.305,173.656,8334.116,19.978,8334.14,0.137,12.449,2.594,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.051,4564431.733,0,2481.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.717,92.958,965.107,1154.27,0.003,0.246,1.73
173.833,1296.139,-57.839,170.441,57.843,170.46,8334.083,19.978,8334.106,0.137,12.442,2.508,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.051,4528298.618,0,2442.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.729,92.959,965.112,1154.27,0.003,0.246,1.702
173.836,1295.979,-57.374,167.247,57.378,167.265,8334.048,19.978,8334.072,0.137,12.435,2.422,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.05,4491891.973,0,2404.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.741,92.959,965.118,1154.271,0.003,0.246,1.675
173.839,1295.816,-56.905,164.055,56.909,164.071,8334.012,19.978,8334.036,0.137,12.429,2.336,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.05,4455205.702,0,2365.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.754,92.96,965.123,1154.272,0.003,0.246,1.648
173.842,1295.649,-56.433,160.864,56.437,160.879,8333.976,19.978,8334,0.137,12.422,2.25,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.049,4418233.485,0,2327.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.767,92.961,965.128,1154.273,0.003,0.246,1.621
173.845,1295.48,-55.957,157.674,55.961,157.689,8333.938,19.978,8333.962,0.137,12.416,2.164,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.049,4380968.77,0,2288.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.781,92.962,965.134,1154.274,0.003,0.246,1.593
173.848,1295.307,-55.477,154.486,55.481,154.5,8333.9,19.978,8333.924,0.137,12.409,2.077,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.048,4343404.762,0,2250.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.795,92.963,965.139,1154.275,0.003,0.246,1.566
173.851,1295.13,-54.994,151.3,54.997,151.314,8333.86,19.978,8333.884,0.137,12.403,1.991,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.048,4305534.406,0,2211.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.809,92.964,965.145,1154.276,0.003,0.246,1.539
173.855,1294.95,-54.506,148.117,54.509,148.13,8333.819,19.978,8333.843,0.137,12.396,1.958,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.048,4267344.848,0,2173.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.807,92.965,965.151,1154.277,0.003,0.247,1.512
173.858,1294.765,-54.014,144.934,54.017,144.948,8333.777,19.978,8333.801,0.137,12.39,2,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.047,4228844.97,0,2135.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.783,92.966,965.157,1154.279,0.003,0.247,1.485
173.862,1294.577,-53.517,141.753,53.521,141.768,8333.734,19.978,8333.758,0.137,12.382,2.042,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.047,4190016.445,0,2096.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.757,92.967,965.163,1154.28,0.004,0.247,1.457
173.865,1294.385,-53.017,138.574,53.02,138.589,8333.689,19.978,8333.713,0.137,12.375,2.085,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.046,4150850.857,0,2058.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.731,92.968,965.169,1154.281,0.004,0.247,1.43
173.869,1294.188,-52.511,135.396,52.516,135.413,8333.643,19.978,8333.667,0.137,12.367,2.127,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.046,4111339.689,0,2020.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.704,92.969,965.175,1154.282,0.004,0.247,1.403
173.873,1293.986,-52.002,132.221,52.006,132.239,8333.595,19.978,8333.619,0.137,12.359,2.17,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.045,4071474.069,0,1981.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.676,92.97,965.182,1154.283,0.004,0.247,1.376
